DomainID	PDB	SCOPID	SCOPClass	Length	Suprekingdom	TaxaID	TaxaName
d3d36c_	3d36	a.2.12.1	All alpha	42	bacteria	272567	Geobacillus stearothermophilus 10
d3d3ba_	3d3b	a.79.1.1	All alpha	139	bacteria	83333	Escherichia coli K-12
d3d3ra1	3d3r	b.40.14.1	All beta	76	bacteria	211586	Shewanella oneidensis MR-1
d3db7a_	3db7	d.98.2.1	Alpha and beta (a+b)	127	bacteria	818	Bacteroides thetaiotaomicron
d3dbya1	3dby	a.29.13.1	All alpha	121	bacteria	269801	Bacillus cereus G9241
d3ddta_	3ddt	g.43.1.1	Small proteins	48	eukaryota	9606	Homo sapiens
d3dk9a3	3dk9	d.87.1.1	Alpha and beta (a+b)	115	eukaryota	9606	Homo sapiens
d3dkma_	3dkm	b.34.19.1	All beta	79	eukaryota	9606	Homo sapiens
d3dnfa_	3dnf	c.155.1.1	Alpha and beta (a/b)	281	bacteria	63363	Aquifex aeolicus
d3dnja_	3dnj	d.45.1.2	Alpha and beta (a+b)	80	bacteria	155892	Caulobacter vibrioides
d3dxra_	3dxr	g.83.1.0	Small proteins	69	eukaryota	4932	Saccharomyces cerevisiae
d3e9va1	3e9v	d.370.1.1	Alpha and beta (a+b)	120	eukaryota	9606	Homo sapiens
d3ea6a1	3ea6	b.40.2.0	All beta	84	bacteria	1280	Staphylococcus aureus
d3eeqa2	3eeq	c.152.1.1	Alpha and beta (a/b)	196	archaea	2287	Saccharolobus solfataricus
d3eera_	3eer	d.227.1.0	Alpha and beta (a+b)	140	bacteria	243277	Vibrio cholerae O1 biovar El Tor str. N16961
d3eipa_	3eip	d.26.2.1	Alpha and beta (a+b)	84	bacteria	316407	Escherichia coli str. K-12 substr. W3110
d3eoja_	3eoj	b.75.1.1	All beta	357	bacteria	1102	Prosthecochloris aestuarii
d3epwa_	3epw	c.70.1.1	Alpha and beta (a/b)	326	eukaryota	5699	Trypanosoma vivax
d3essa_	3ess	d.166.1.0	Alpha and beta (a+b)	199	bacteria	666	Vibrio cholerae
d3eyea_	3eye	c.38.1.0	Alpha and beta (a/b)	153	bacteria	83334	Escherichia coli O157:H7
d3f0da_	3f0d	d.79.5.0	Alpha and beta (a+b)	155	bacteria	28450	Burkholderia pseudomallei
d3f0pa2	3f0p	d.357.1.2	Alpha and beta (a+b)	128	bacteria	562	Escherichia coli
d3f42a_	3f42	d.222.1.0	Alpha and beta (a+b)	93	bacteria	210	Helicobacter pylori
d3f6ya_	3f6y	c.23.14.3	Alpha and beta (a/b)	235	eukaryota	9606	Homo sapiens
d3faua_	3fau	d.68.8.1	Alpha and beta (a+b)	71	eukaryota	9606	Homo sapiens
d3fila_	3fil	d.15.7.1	Alpha and beta (a+b)	56	bacteria	1320	Streptococcus sp. 'group G'
d3fsoa_	3fso	b.1.27.0	All beta	109	eukaryota	9606	Homo sapiens
d3fsta_	3fst	c.1.23.1	Alpha and beta (a/b)	286	bacteria	83333	Escherichia coli K-12
d3fx7a_	3fx7	a.25.5.1	All alpha	84	bacteria	210	Helicobacter pylori
d3fxka2	3fxk	a.159.1.0	All alpha	68	eukaryota	9606	Homo sapiens
d3fyba_	3fyb	a.293.1.0	All alpha	98	bacteria	393595	Alcanivorax borkumensis SK2
d3g0ma_	3g0m	d.224.1.1	Alpha and beta (a+b)	138	bacteria	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
d3g21a_	3g21	a.28.3.1	All alpha	77	viruses	11888	Rous sarcoma virus - Prague C
d3g91a_	3g91	d.151.1.0	Alpha and beta (a+b)	260	archaea	187420	Methanothermobacter thermautotrophicus str. Delta H
d3ge3e_	3ge3	d.137.1.1	Alpha and beta (a+b)	102	bacteria	300	Pseudomonas mendocina
d3gmxa_	3gmx	d.98.1.0	Alpha and beta (a+b)	153	bacteria	1901	Streptomyces clavuligerus
d3gp6a_	3gp6	f.4.1.2	Membrane and cell surface proteins and peptides	155	bacteria	83333	Escherichia coli K-12
d3gwkc_	3gwk	a.25.3.0	All alpha	98	bacteria	208435	Streptococcus agalactiae 2603V/R
d3h0na_	3h0n	d.380.1.1	Alpha and beta (a+b)	184	bacteria	290400	Jannaschia sp. CCS1
d3h1da_	3h1d	d.148.1.0	Alpha and beta (a+b)	382	eukaryota	9606	Homo sapiens
d3h63a_	3h63	d.159.1.3	Alpha and beta (a+b)	315	eukaryota	9606	Homo sapiens
d3h7ia1	3h7i	c.120.1.2	Alpha and beta (a/b)	177	viruses	10665	Escherichia virus T4
d3h7ia2	3h7i	a.60.7.1	All alpha	125	viruses	10665	Escherichia virus T4
d3hhta_	3hht	d.149.1.1	Alpha and beta (a+b)	202	bacteria	33936	Aeribacillus pallidus
d3hmsa_	3hms	g.10.1.1	Small proteins	91	eukaryota	9606	Homo sapiens
d3hwua_	3hwu	d.290.1.0	Alpha and beta (a+b)	144	bacteria	264198	Cupriavidus pinatubonensis JMP134
d3i94a_	3i94	d.248.2.1	Alpha and beta (a+b)	243	bacteria	1148	Synechocystis sp. PCC 6803
d3ijwa_	3ijw	c.140.1.0	Alpha and beta (a/b)	265	bacteria	198094	Bacillus anthracis str. Ames
d3ilwa_	3ilw	e.11.1.0	Multi-domain proteins (alpha and beta)	464	bacteria	1773	Mycobacterium tuberculosis
d3ip0a_	3ip0	d.58.30.1	Alpha and beta (a+b)	158	bacteria	83333	Escherichia coli K-12
d3ip4c_	3ip4	a.137.12.1	All alpha	92	bacteria	158878	Staphylococcus aureus subsp. aureus Mu50
d3ivva_	3ivv	b.8.1.1	All beta	140	eukaryota	9606	Homo sapiens
d3jqka_	3jqk	d.58.21.0	Alpha and beta (a+b)	143	bacteria	300852	Thermus thermophilus HB8
d3ju4a1	3ju4	b.68.1.2	All beta	520	viruses	344021	Enterobacteria phage K1F
d3ju4a2	3ju4	b.108.1.0	All beta	150	viruses	344021	Enterobacteria phage K1F
d3jvla_	3jvl	a.29.2.0	All alpha	116	eukaryota	10090	Mus musculus
d3k2za2	3k2z	b.87.1.0	All beta	126	bacteria	2336	Thermotoga maritima
d3k34a_	3k34	b.74.1.1	All beta	258	eukaryota	9606	Homo sapiens
d3k6ia_	3k6i	b.1.6.0	All beta	99	eukaryota	9031	Gallus gallus
d3klra_	3klr	b.84.1.0	All beta	125	eukaryota	9913	Bos taurus
d3ksna_	3ksn	b.125.1.1	All beta	177	bacteria	83333	Escherichia coli K-12
d3ku3a_	3ku3	b.19.1.2	All beta	324	viruses	387161	Influenza A virus (A/Japan/305/1957(H2N2))
d3kwda_	3kwd	b.81.1.0	All beta	166	bacteria	197221	Thermosynechococcus elongatus BP-1
d3l00a2	3l00	a.4.2.0	All alpha	88	eukaryota	9606	Homo sapiens
d3l51b_	3l51	d.215.1.0	Alpha and beta (a+b)	166	eukaryota	10090	Mus musculus
d3l5oa_	3l5o	c.67.3.1	Alpha and beta (a/b)	247	bacteria	272564	Desulfitobacterium hafniense DCB-2
d3l8wa1	3l8w	d.96.1.0	Alpha and beta (a+b)	136	eukaryota	5059	Aspergillus flavus
d3lasa_	3las	c.53.2.0	Alpha and beta (a/b)	166	bacteria	1309	Streptococcus mutans
d3ldqb_	3ldq	a.7.7.1	All alpha	111	eukaryota	9606	Homo sapiens
d3llpa1	3llp	b.42.5.1	All beta	129	eukaryota	9606	Homo sapiens
d3lmna_	3lmn	d.324.1.1	Alpha and beta (a+b)	132	eukaryota	9606	Homo sapiens
d3lvjc_	3lvj	d.68.3.3	Alpha and beta (a+b)	77	bacteria	155864	Escherichia coli O157:H7 str. EDL933
d3lyea_	3lye	c.1.12.0	Alpha and beta (a/b)	285	eukaryota	5116	Cryphonectria parasitica
d3m4ia_	3m4i	e.78.1.1	Multi-domain proteins (alpha and beta)	190	bacteria	1773	Mycobacterium tuberculosis
d3m5qa_	3m5q	a.93.1.1	All alpha	357	eukaryota	5306	Phanerochaete chrysosporium
d3m7va2	3m7v	d.327.1.1	Alpha and beta (a+b)	119	bacteria	1309	Streptococcus mutans
d3m9qa_	3m9q	b.34.13.0	All beta	89	eukaryota	7227	Drosophila melanogaster
d3mcwa_	3mcw	c.33.1.0	Alpha and beta (a/b)	195	bacteria	243365	Chromobacterium violaceum ATCC 12472
d3mg3a1	3mg3	a.175.1.1	All alpha	165	bacteria	1148	Synechocystis sp. PCC 6803
d3mmha_	3mmh	d.110.2.0	Alpha and beta (a+b)	168	bacteria	604162	Neisseria meningitidis 8013
d3mqda1	3mqd	c.95.1.0	Alpha and beta (a/b)	249	bacteria	359391	Brucella abortus 2308
d3mzfa2	3mzf	b.105.1.1	All beta	95	bacteria	83333	Escherichia coli K-12
d3n08a_	3n08	b.17.1.0	All beta	151	bacteria	272561	Chlamydia trachomatis D/UW-3/CX
d3n2wa_	3n2w	d.154.1.0	Alpha and beta (a+b)	367	bacteria	364098	Sphingosinicella xenopeptidilytica
d3n4ja_	3n4j	c.116.1.1	Alpha and beta (a/b)	161	bacteria	214092	Yersinia pestis CO92
d3nfta_	3nft	a.250.1.1	All alpha	262	bacteria	28450	Burkholderia pseudomallei
d3nira_	3nir	g.13.1.1	Small proteins	46	eukaryota	3721	Crambe hispanica subsp. abyssinica
d3nvsa_	3nvs	d.68.2.2	Alpha and beta (a+b)	426	bacteria	666	Vibrio cholerae
d3o4pa_	3o4p	b.68.6.1	All beta	314	eukaryota	6622	Loligo vulgaris
d3o6ca_	3o6c	c.1.24.0	Alpha and beta (a/b)	259	bacteria	192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
d3og2a3	3og2	b.149.1.0	All beta	97	eukaryota	51453	Trichoderma reesei
d3ojca1	3ojc	c.78.2.0	Alpha and beta (a/b)	116	bacteria	214092	Yersinia pestis CO92
d3omya_	3omy	a.55.1.0	All alpha	51	bacteria	562	Escherichia coli
d3orsa_	3ors	c.23.8.0	Alpha and beta (a/b)	161	bacteria	426430	Staphylococcus aureus subsp. aureus str. Newman
d3os4a1	3os4	d.41.2.0	Alpha and beta (a+b)	138	bacteria	214092	Yersinia pestis CO92
d3os4a2	3os4	c.1.17.0	Alpha and beta (a/b)	255	bacteria	214092	Yersinia pestis CO92
d3osea_	3ose	d.129.6.1	Alpha and beta (a+b)	100	eukaryota	9606	Homo sapiens
d3osxa_	3osx	c.8.5.1	Alpha and beta (a/b)	190	bacteria	628	Xenorhabdus nematophila
d3oxpa_	3oxp	d.112.1.0	Alpha and beta (a+b)	148	bacteria	214092	Yersinia pestis CO92
d3pbta1	3pbt	d.175.1.0	Alpha and beta (a+b)	169	bacteria	208964	Pseudomonas aeruginosa PAO1
d3pc7a_	3pc7	c.15.1.2	Alpha and beta (a/b)	81	eukaryota	9606	Homo sapiens
d3pdfa1	3pdf	b.61.5.0	All beta	118	eukaryota	9606	Homo sapiens
d3piwa_	3piw	a.26.1.0	All alpha	154	eukaryota	7955	Danio rerio
d3pkza_	3pkz	c.53.1.0	Alpha and beta (a/b)	124	bacteria	1280	Staphylococcus aureus
d3pmsa1	3pms	b.121.1.1	All beta	137	bacteria	238	Elizabethkingia meningoseptica
d3proc1	3pro	d.52.1.1	Alpha and beta (a+b)	80	bacteria	69	Lysobacter enzymogenes
d3psma_	3psm	g.3.7.5	Small proteins	47	eukaryota	109171	Pachyrhizus erosus
d3pzwa2	3pzw	a.119.1.1	All alpha	690	eukaryota	3847	Glycine max
d3q20a_	3q20	a.280.1.0	All alpha	114	bacteria	197221	Thermosynechococcus elongatus BP-1
d3q46a_	3q46	b.40.5.1	All beta	176	archaea	277988	Thermococcus thioreducens
d3qm9a_	3qm9	a.1.1.2	All alpha	144	eukaryota	48168	Thunnus atlanticus
d3qpaa_	3qpa	c.69.1.30	Alpha and beta (a/b)	197	eukaryota	660122	[Nectria] haematococca mpVI 77-13-4
d3qq8a2	3qq8	d.31.1.1	Alpha and beta (a+b)	80	eukaryota	9606	Homo sapiens
d3qzba_	3qzb	b.1.13.0	All beta	131	bacteria	2336	Thermotoga maritima
d3r87a_	3r87	d.38.1.0	Alpha and beta (a+b)	132	bacteria	74109	Photobacterium profundum
d3r8ja_	3r8j	d.60.1.0	Alpha and beta (a+b)	180	eukaryota	9606	Homo sapiens
d3rf3a1	3rf3	a.24.9.1	All alpha	127	eukaryota	9606	Homo sapiens
d3rjsa_	3rjs	d.39.1.1	Alpha and beta (a+b)	87	eukaryota	5811	Toxoplasma gondii
d3rlff1	3rlf	e.70.1.1	Multi-domain proteins (alpha and beta)	247	bacteria	83333	Escherichia coli K-12
d3rlff2	3rlf	f.58.1.1	Membrane and cell surface proteins and peptides	243	bacteria	83333	Escherichia coli K-12
d3rloa1	3rlo	b.40.16.1	All beta	98	eukaryota	9606	Homo sapiens
d3rofa_	3rof	c.44.1.0	Alpha and beta (a/b)	158	bacteria	1280	Staphylococcus aureus
d3rq7a1	3rq7	d.223.1.2	Alpha and beta (a+b)	125	eukaryota	9606	Homo sapiens
d3rssa1	3rss	c.104.1.1	Alpha and beta (a/b)	494	bacteria	243274	Thermotoga maritima MSB8
d3rvca_	3rvc	d.299.1.1	Alpha and beta (a+b)	118	viruses	211044	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
d3rzna_	3rzn	a.224.1.1	All alpha	206	eukaryota	9606	Homo sapiens
d3s4ea_	3s4e	c.45.1.0	Alpha and beta (a/b)	144	eukaryota	9606	Homo sapiens
d3s4ya1	3s4y	c.100.1.1	Alpha and beta (a/b)	143	eukaryota	9606	Homo sapiens
d3s8ga_	3s8g	f.24.1.1	Membrane and cell surface proteins and peptides	554	bacteria	300852	Thermus thermophilus HB8
d3s9za_	3s9z	c.1.13.1	Alpha and beta (a/b)	715	bacteria	1773	Mycobacterium tuberculosis
d3sjld_	3sjl	b.69.2.0	All beta	376	bacteria	318586	Paracoccus denitrificans PD1222
d3sk7a_	3sk7	d.228.1.1	Alpha and beta (a+b)	112	bacteria	417399	Vibrio cholerae NCTC 8457
d3swoa1	3swo	e.6.1.0	Multi-domain proteins (alpha and beta)	235	bacteria	246196	Mycolicibacterium smegmatis MC2 155
d3swoa2	3swo	a.29.3.0	All alpha	153	bacteria	246196	Mycolicibacterium smegmatis MC2 155
d3sxua_	3sxu	c.128.1.1	Alpha and beta (a/b)	146	bacteria	83333	Escherichia coli K-12
d3t0ha_	3t0h	d.122.1.1	Alpha and beta (a+b)	208	eukaryota	9606	Homo sapiens
d3t3la_	3t3l	d.82.2.1	Alpha and beta (a+b)	121	eukaryota	9606	Homo sapiens
d3t63a_	3t63	b.3.6.1	All beta	200	bacteria	303	Pseudomonas putida
d3tg0a_	3tg0	c.76.1.1	Alpha and beta (a/b)	440	bacteria	83333	Escherichia coli K-12
d3tn2a_	3tn2	d.9.1.1	Alpha and beta (a+b)	68	eukaryota	9606	Homo sapiens
d3tvji_	3tvj	g.4.1.1	Small proteins	35	eukaryota	9606	Homo sapiens
d3u1ua_	3u1u	b.34.21.1	All beta	131	eukaryota	9606	Homo sapiens
d3u7qa_	3u7q	c.92.2.3	Alpha and beta (a/b)	477	bacteria	354	Azotobacter vinelandii
d3u81a_	3u81	c.66.1.1	Alpha and beta (a/b)	219	eukaryota	10116	Rattus norvegicus
d3u9wa1	3u9w	b.98.1.1	All beta	206	eukaryota	9606	Homo sapiens
d3uawa_	3uaw	c.56.2.1	Alpha and beta (a/b)	233	bacteria	1396	Bacillus cereus
d3ucia_	3uci	g.20.1.1	Small proteins	72	eukaryota	8717	Calloselasma rhodostoma
d3ueja_	3uej	g.49.1.1	Small proteins	65	eukaryota	10090	Mus musculus
d3ui4a_	3ui4	d.26.1.1	Alpha and beta (a+b)	101	eukaryota	9606	Homo sapiens
d3ulja_	3ulj	b.40.4.0	All beta	87	eukaryota	8364	Xenopus tropicalis
d3umha_	3umh	a.47.4.1	All alpha	180	eukaryota	9606	Homo sapiens
d3v5wg_	3v5w	a.137.3.1	All alpha	57	eukaryota	9606	Homo sapiens
d3vdpa_	3vdp	e.49.1.1	Multi-domain proteins (alpha and beta)	197	bacteria	273068	Caldanaerobacter subterraneus subsp. tengcongensis MB4
d3w07a_	3w07	c.1.2.3	Alpha and beta (a/b)	215	archaea	187420	Methanothermobacter thermautotrophicus str. Delta H
d3w5ha1	3w5h	b.43.4.2	All beta	125	eukaryota	9823	Sus scrofa
d3w5ha2	3w5h	c.25.1.1	Alpha and beta (a/b)	147	eukaryota	9823	Sus scrofa
d3wcqa_	3wcq	d.15.4.1	Alpha and beta (a+b)	97	eukaryota	45157	Cyanidioschyzon merolae
d3zhoa_	3zho	c.23.5.8	Alpha and beta (a/b)	194	bacteria	562	Escherichia coli
d3zqua_	3zqu	c.34.1.0	Alpha and beta (a/b)	207	bacteria	208964	Pseudomonas aeruginosa PAO1
d3zuca_	3zuc	b.2.2.0	All beta	153	bacteria	35830	Hungateiclostridium cellulolyticum
d3zyla2	3zyl	a.7.8.0	All alpha	116	eukaryota	10116	Rattus norvegicus
d3zyqa1	3zyq	a.118.9.0	All alpha	142	eukaryota	9606	Homo sapiens
d4a02a_	4a02	b.1.18.0	All beta	166	bacteria	1351	Enterococcus faecalis
d4a1ia1	4a1i	d.7.1.0	Alpha and beta (a+b)	165	bacteria	1423	Bacillus subtilis
d4a1ia2	4a1i	b.160.1.1	All beta	116	bacteria	1423	Bacillus subtilis
d4a2va_	4a2v	b.88.2.0	All beta	122	eukaryota	8839	Anas platyrhynchos
d4a5sa1	4a5s	b.70.3.1	All beta	469	eukaryota	9606	Homo sapiens
d4a82a1	4a82	f.37.1.1	Membrane and cell surface proteins and peptides	323	eukaryota	9606	Homo sapiens
d4a8ua_	4a8u	d.129.3.1	Alpha and beta (a+b)	158	eukaryota	3505	Betula pendula
d4ac7a_	4ac7	d.8.1.1	Alpha and beta (a+b)	100	bacteria	1474	Sporosarcina pasteurii
d4ac7b_	4ac7	b.85.3.1	All beta	122	bacteria	1474	Sporosarcina pasteurii
d4acfa1	4acf	d.15.9.0	Alpha and beta (a+b)	101	bacteria	83332	Mycobacterium tuberculosis H37Rv
d4af1a1	4af1	d.91.1.0	Alpha and beta (a+b)	138	archaea	478009	Halobacterium salinarum R1
d4af1a2	4af1	c.55.4.0	Alpha and beta (a/b)	133	archaea	478009	Halobacterium salinarum R1
d4affa_	4aff	d.58.5.1	Alpha and beta (a+b)	110	bacteria	32046	Synechococcus elongatus
d4agha_	4agh	d.18.1.0	Alpha and beta (a+b)	80	eukaryota	318829	Pyricularia oryzae
d4aiwa_	4aiw	d.111.1.1	Alpha and beta (a+b)	151	eukaryota	9606	Homo sapiens
d4al0a_	4al0	f.56.1.0	Membrane and cell surface proteins and peptides	146	eukaryota	9606	Homo sapiens
d4atma_	4atm	a.238.1.0	All alpha	221	eukaryota	9606	Homo sapiens
d4au1a_	4au1	c.23.17.1	Alpha and beta (a/b)	208	bacteria	272942	Rhodobacter capsulatus SB 1003
d4axoa_	4axo	b.82.1.0	All beta	126	bacteria	272563	Clostridioides difficile 630
d4ay7a_	4ay7	c.1.22.0	Alpha and beta (a/b)	337	archaea	2209	Methanosarcina mazei
d4b4ua1	4b4u	c.58.1.0	Alpha and beta (a/b)	121	bacteria	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
d4dhla1	4dhl	b.1.12.0	All beta	113	eukaryota	3885	Phaseolus vulgaris
d4dnda_	4dnd	a.47.2.1	All alpha	95	eukaryota	9606	Homo sapiens
d4doia_	4doi	d.36.1.0	Alpha and beta (a+b)	221	eukaryota	3702	Arabidopsis thaliana
d4drib_	4dri	a.24.7.1	All alpha	96	eukaryota	9606	Homo sapiens
d4duia_	4dui	d.211.1.1	Alpha and beta (a+b)	164	other/synthetic	32630	synthetic construct
d4dwra_	4dwr	d.261.1.1	Alpha and beta (a+b)	483	archaea	53953	Pyrococcus horikoshii
d4e29a_	4e29	d.58.60.1	Alpha and beta (a+b)	232	bacteria	623	Shigella flexneri
d4e2va_	4e2v	c.1.20.1	Alpha and beta (a/b)	364	bacteria	542	Zymomonas mobilis
d4e3ya_	4e3y	d.4.1.2	Alpha and beta (a+b)	240	bacteria	615	Serratia marcescens
d4e4ra_	4e4r	c.77.1.5	Alpha and beta (a/b)	330	bacteria	282458	Staphylococcus aureus subsp. aureus MRSA252
d4eada2	4ead	c.27.1.1	Alpha and beta (a/b)	265	bacteria	83333	Escherichia coli K-12
d4eada3	4ead	d.41.3.1	Alpha and beta (a+b)	105	bacteria	83333	Escherichia coli K-12
d4ee6a_	4ee6	d.313.1.0	Alpha and beta (a+b)	288	bacteria	1900	Streptomyces cinnamonensis
d4egua_	4egu	d.13.1.0	Alpha and beta (a+b)	118	bacteria	272563	Clostridioides difficile 630
d4emta_	4emt	d.387.1.1	Alpha and beta (a+b)	175	eukaryota	9606	Homo sapiens
d4enea_	4ene	f.20.1.1	Membrane and cell surface proteins and peptides	444	bacteria	83333	Escherichia coli K-12
d4eo7a_	4eo7	c.23.2.0	Alpha and beta (a/b)	143	eukaryota	9606	Homo sapiens
d4eqpa_	4eqp	b.40.1.1	All beta	129	bacteria	1280	Staphylococcus aureus
d4esma_	4esm	d.178.1.1	Alpha and beta (a+b)	276	bacteria	243365	Chromobacterium violaceum ATCC 12472
d4espa_	4esp	d.110.1.1	Alpha and beta (a+b)	130	eukaryota	3818	Arachis hypogaea
d4f01a1	4f01	b.130.1.1	All beta	122	bacteria	83333	Escherichia coli K-12
d4f01a2	4f01	a.8.4.1	All alpha	96	bacteria	83333	Escherichia coli K-12
d4f19a_	4f19	c.94.1.1	Alpha and beta (a/b)	375	bacteria	216595	Pseudomonas fluorescens SBW25
d4fhrb_	4fhr	a.118.14.1	All alpha	208	bacteria	2336	Thermotoga maritima
d4fioa_	4fio	d.147.1.0	Alpha and beta (a+b)	321	archaea	634498	Methanobrevibacter ruminantium M1
d4fw1a2	4fw1	b.34.7.0	All beta	53	viruses	11888	Rous sarcoma virus - Prague C
d4fyxb1	4fyx	d.58.2.1	Alpha and beta (a+b)	95	bacteria	83333	Escherichia coli K-12
d4fyxb2	4fyx	g.41.7.1	Small proteins	53	bacteria	83333	Escherichia coli K-12
d4g1qa1	4g1q	e.8.1.2	Multi-domain proteins (alpha and beta)	556	viruses	11678	Human immunodeficiency virus type 1 BH10
d4g3na_	4g3n	b.68.10.0	All beta	302	bacteria	83332	Mycobacterium tuberculosis H37Rv
d4g78a_	4g78	a.24.10.0	All alpha	147	eukaryota	3880	Medicago truncatula
d4gmua1	4gmu	c.109.1.1	Alpha and beta (a/b)	257	eukaryota	10116	Rattus norvegicus
d4gt9a_	4gt9	d.207.1.1	Alpha and beta (a+b)	214	bacteria	243274	Thermotoga maritima MSB8
d4gv2a1	4gv2	a.41.1.0	All alpha	143	eukaryota	9606	Homo sapiens
d4gwba_	4gwb	d.58.28.1	Alpha and beta (a+b)	164	bacteria	266834	Sinorhizobium meliloti 1021
d4gwga2	4gwg	a.100.1.1	All alpha	291	eukaryota	9606	Homo sapiens
d4h27a_	4h27	c.79.1.1	Alpha and beta (a/b)	318	eukaryota	9606	Homo sapiens
d4h6ca_	4h6c	b.159.1.1	All beta	180	eukaryota	3218	Physcomitrium patens
d4hdra_	4hdr	c.39.1.0	Alpha and beta (a/b)	335	bacteria	2378	Sporomusa ovata
d4hl2a_	4hl2	d.157.1.0	Alpha and beta (a+b)	243	bacteria	573	Klebsiella pneumoniae
d4htga2	4htg	d.50.2.0	Alpha and beta (a+b)	80	eukaryota	3702	Arabidopsis thaliana
d4hwsa2	4hws	c.51.1.0	Alpha and beta (a/b)	118	bacteria	83333	Escherichia coli K-12
d4hwwa_	4hww	c.42.1.1	Alpha and beta (a/b)	314	eukaryota	9606	Homo sapiens
d4hy4a_	4hy4	g.52.1.1	Small proteins	92	eukaryota	9606	Homo sapiens
d4i6ya2	4i6y	d.58.20.1	Alpha and beta (a+b)	110	bacteria	32044	Pseudomonas mevalonii
d4i7ea_	4i7e	c.89.1.1	Alpha and beta (a/b)	319	bacteria	1422	Geobacillus stearothermophilus
d4i8ha_	4i8h	b.47.1.2	All beta	223	eukaryota	9913	Bos taurus
d4i9oa_	4i9o	a.12.1.1	All alpha	78	eukaryota	10090	Mus musculus
d4iaua_	4iau	b.11.1.0	All beta	161	eukaryota	6047	Geodia cydonium
d4j7da_	4j7d	a.42.1.1	All alpha	86	eukaryota	8355	Xenopus laevis
d4j9yb_	4j9y	f.15.1.1	Membrane and cell surface proteins and peptides	89	eukaryota	10116	Rattus norvegicus
d4jera_	4jer	d.35.1.0	Alpha and beta (a+b)	181	bacteria	632	Yersinia pestis
d4jp6a_	4jp6	b.52.1.2	All beta	122	eukaryota	3649	Carica papaya
d4jxqa_	4jxq	d.108.1.0	Alpha and beta (a+b)	185	bacteria	266834	Sinorhizobium meliloti 1021
d4kefa_	4kef	d.109.1.2	Alpha and beta (a+b)	133	eukaryota	559292	Saccharomyces cerevisiae S288C
d4klia1	4kli	a.60.6.1	All alpha	82	eukaryota	9606	Homo sapiens
d4klia2	4kli	a.60.12.1	All alpha	57	eukaryota	9606	Homo sapiens
d4lera_	4ler	a.118.8.0	All alpha	457	bacteria	435590	Bacteroides vulgatus ATCC 8482
d4lrsa2	4lrs	a.5.7.0	All alpha	52	bacteria	471852	Thermomonospora curvata DSM 43183
d4lwra_	4lwr	c.56.3.0	Alpha and beta (a/b)	196	bacteria	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
d4mjra1	4mjr	d.131.1.1	Alpha and beta (a+b)	116	bacteria	83333	Escherichia coli K-12
e1gk9.1A	1gk9	d.153.1.2	Alpha and beta (a+b)	208	bacteria	562	Escherichia coli
e1gk9.1B	1gk9	d.153.1.2	Alpha and beta (a+b)	557	bacteria	562	Escherichia coli
e1mtp.1A	1mtp	e.1.1.1	Multi-domain proteins (alpha and beta)	320	bacteria	2021	Thermobifida fusca
e1mtp.1B	1mtp	e.1.1.1	Multi-domain proteins (alpha and beta)	35	bacteria	2021	Thermobifida fusca
e1n13.1A	1n13	d.155.1.2	Alpha and beta (a+b)	46	archaea	2190	Methanocaldococcus jannaschii
e1n13.1B	1n13	d.155.1.2	Alpha and beta (a+b)	112	archaea	2190	Methanocaldococcus jannaschii
e1qd6.1C	1qd6	f.4.2.1	Membrane and cell surface proteins and peptides	240	bacteria	562	Escherichia coli
e1qqp.12	1qqp	b.121.4.1	All beta	216	viruses	12110	Foot-and-mouth disease virus
e1qtn.1A	1qtn	c.17.1.1	Alpha and beta (a/b)	152	eukaryota	9606	Homo sapiens
e1qtn.1B	1qtn	c.17.1.1	Alpha and beta (a/b)	90	eukaryota	9606	Homo sapiens
